날짜,title,category,summary,img
2020-05-01,"지성호 “김정은, 지난 주말 수술 쇼크로 사망했다”",정치,탈북민 출신 인권운동가 지성호 미래한국당 국회의원 당선인이 김정은 북한 국무위원장의 사망설을 강하게 제기하며 후임으로 김 위원장의 여동생인 김여정이 유력하다는 관측을 내놨다.김 위원장이 20일 가까이 공식 석상에 모습을 드러내지 않자 건강이상설을 넘어 사망설까지 나오는 상황이어서 주목된다.,https://imgnews.pstatic.net/image/005/2020/05/01/611116110014535978_1_20200501113603896.jpg?type=w647
2020-05-01,"지성호 ""김정은 지난 주말 사망.. 99% 확신"" 주장",정치,탈북자 출신 인권운동가 지성호 미래한국당 비례대표 당선자는 1일 김정은이 사망한 것으로 보인다.99% 확신한다고 주장했다.지 당선자는 이날 본지 통화에서 북한 내부 소식통을 통해 확인한 결과 김정은이 지난 주말 사망한 것으로 알고 있다며 심혈관 쪽 수술을 했는데 수술 후 쇼크 상태에서 사망한 것 같다고 했다.,https://imgnews.pstatic.net/image/023/2020/05/01/2020050100569_0_20200501101306826.jpg?type=w647
2020-05-01,"[인터뷰] ""김정은 사망 99% 확신"" 지성호 주장 이유는?",정치," 오늘 우리 지성호 당선인, 또 미래통합당의 태구민, 태영호 당선인이 대한민국 국회의원에 당선됐다는 전단 50만 장을 대형 풍선을 매달아서 북한으로 날려 보냈다.",https://imgnews.pstatic.net/image/055/2020/05/01/0000811740_002_20200501171049309.jpg?type=w647
2020-05-01,"휴가 취소하고 걸어서 곰탕집 간 文 ""식당 이용 활발했으면""",정치,"문재인 대통령이 1일 참모진들과 청와대 주변 한 곰탕집을 찾아 오찬을 했다.문 대통령은 소상공인과 자영업자들이 어려운 상황이라 가급적 주변 식당을 이용해달라고 독려하기 위한 것이라고 말했다고 강민석 청와대 대변인은 전했다.문 대통령은 또 금요일에는 청와대 구내식당 문을 닫는 조치를 이미 취했는데, 코로나19로 음식점을 적극적으로 이용하기 어려운 상황이었다.그러나 국내 확진자가 제로인 상황이 됐으니 거리 두기를 하면서 식당 이용도 좀 활발했으면 한다고 말했다고 한다.",https://imgnews.pstatic.net/image/025/2020/05/01/0002997511_001_20200502032306051.jpg?type=w647
2020-05-01,"지성호 ""김정은 사망 99% 확신"", 청와대 ""특이동향 없다""(종합)",정치,탈북자 출신으로 4·15 총선에서 미래한국당 비례대표로 당선된 지성호 당선인은 1일 북한 김정은 국무위원장의 건강 이상설과 관련해 김 위원장의 사망을 99% 확신한다고 주장했다.지 당선인은 이날 연합뉴스와의 통화에서 김 위원장이 심혈관질환 수술 후 얼마나 버틸 수 있을까 싶었는데 지난 주말에 사망한 것으로 확인했다며 이같이 말했다.,https://imgnews.pstatic.net/image/001/2020/05/01/PYH2020040704040006200_P4_20200501162011442.jpg?type=w647
2020-05-01,"""'전 국민 재난지원금', 이렇게 신청하면 됩니다""",경제,"오는 13일부터 전 국민에게 긴급 재난지원금을 나눠준다는데, 이게 그냥 가만히 있어도 통장에 넣어준다는 건지, 아니면 따로 신청을 해야 하는 건지 궁금해하시는 분들 많습니다.신용카드 또는 체크카드 포인트로 지원금을 받으려면 세대주가 오는 11일부터 자신이 이용하는 카드사 홈페이지에서 온라인 접수를 하면 됩니다.신청 후 이틀 뒤, 그러니까 이르면 5월 13일부터 카드 결제 시 이 재난지원금 포인트에서 돈이 빠져나가게 됩니다.",https://imgnews.pstatic.net/image/055/2020/05/01/0000811630_002_20200501082921848.jpg?type=w647
2020-05-01,[팩플]천하의 넷플릭스도 떤다…천만 관객 모은 '포트나이트',경제,"미국 유명 래퍼 트래비스 스콧이 지난 24일 연 콘서트에 1230만 명이 몰렸다.포트나이트는 지난해 매출은 18억 달러로, 전 세계 게임 매출 1위를 차지했다.포트나이트는 게임인 동시에 가상현실 세계다.",https://imgnews.pstatic.net/image/025/2020/05/01/0002997407_001_20200501140808126.jpg?type=w647
2020-05-01,"[단독] 긴급재난지원금, 직장인 10명 중 4명 기부해도 혜택 `0`원",경제,"전국민에게 긴급재난지원금을 지급하는 대신 기부금으로 재원을 충당하겠다는 안을 정부가 꺼냈지만, 직장인 10명 중 4명은 기부를 해도 혜택을 전혀 못 받는것으로 나타났다.하지만 납부할 세액이 없는 사람들의 경우 기부를 해도 한푼도 돌려받지 못한다.소득공제나 세액공제 모두 비환급성으로 내가 납부할 세금이 없으면 공제의 혜택이 돌아오지 않기 때문이다.",
2020-05-01,"전국민 코로나19 항체 형성 확인…""상당수 감염 모른 채 회복했을 것""",경제,방역당국이 국내에도 감염된 사실조차 모른채 회복한 사람들이 적지 않을 것이라고 예상했다.정은경 중앙방역대책본부 본부장은 1일 충북 오송 질병관리본부에서 열린 정례브리핑에서 일반 인구를 대상으로 항체 양성을 확인하는 면역도 조사를 기획 중이라며 이같이 밝혔다.방역당국은 국내에서 코로나19가 얼마나 전파·확산했는지를 파악하고자 인구면역도 조사를 시행할 계획이다.,https://imgnews.pstatic.net/image/016/2020/05/01/20200501000100_0_20200501154305347.jpg?type=w647
2020-05-01,"위기 몰린 日 아베가 내민 손, 잡아주는 한국",경제,일본이 결국 코로나19와 관련 한국과의 협력요청을 내비친 가운데 우리 방역당국과 외교부는 협력하겠다는 입장을 밝혔다.외교부 당국자는 최근 아베 신조 일본 총리가 코로나19 대응과 관련 한국과 협력하기를 희망한다는 입장을 밝힌 것에 대해 아베 총리의 국회 답변 중 관련 발언에 대해 인지하고 있다며 이같이 말했다.외교부 당국자는 일본은 우리의 가까운 이웃이라며 우리 정부는 코로나19 대응 등 필요한 분야에서 일본과 협력해 나가고자 한다고 밝혔다.,https://imgnews.pstatic.net/image/008/2020/05/01/0004402866_001_20200501193703006.jpg?type=w647
2020-05-01,"부모가 내 건보 얹혀있어도, 주소 다르면 재난지원금 각각 받아",사회,이달 11일부터 긴급재난지원금 신청을 받는다.카드사 재난지원금 신청 단계부터 기부할 수 있다.기부 신청을 하면 전액이 기부된다.,https://imgnews.pstatic.net/image/025/2020/05/01/0002997394_001_20200501143105968.jpg?type=w647
2020-05-01,‘모친·아들 시신’ 장롱에 넣고 여성과 수일간 생활한 용의자,사회,서울 동작구 상도동의 한 주택에서 할머니와 초등학생 손주의 시신이 발견된 사건을 수사하던 경찰이 유력 용의자인 40대 남성을 검거했다.숨진 할머니의 아들이자 아이의 아빠인 이 남성은 어머니와 아들을 살해한 뒤 시신을 장롱 속에 넣어둔 채 범행 장소에서 한 여성과 수일간 생활해왔던 것으로 전해져 충격을 주고 있다.,https://imgnews.pstatic.net/image/005/2020/05/01/611212110014535861_1_20200501054103687.jpg?type=w647
2020-05-01,'사람 가리며 덤빈다'···정은경도 혀내두른 '두얼굴의 코로나',사회,야누스. 신종 코로나바이러스 감염증에 대한 방역 당국의 설명을 들어보면 떠오르는 단어다.보건당국은 최근 신규 환자가 안정적 수준에서 관리되고 있지만 주목할 만한 연쇄감염에 긴장을 늦추지 못하고 있다.정은경 중앙방역대책본부 본부장은 이날 브리핑에서  접촉자 자가격리 해제를 위한 검사에서 1명이 추가로 확진됐다며 긴급돌봄 교사에게 감염된 소아의 부모로 가족 4명이 모두 코로나19로 확인됐다고 말했다.,https://imgnews.pstatic.net/image/025/2020/05/01/0002997503_001_20200502032205749.jpg?type=w647
2020-05-01,격투기 챔프에 도전한 부산조폭 출신…그는 명문고 에이스였다,사회,프로야구 선수 출신 조직폭력배로 유명했던 위대한씨와 이종격투기 헤비급 챔피언 명현만의 스파링 영상이 온라인에서 화제다.1일 한 유튜브 채널에는 15분짜리 위씨와 명현만 간 스파링 영상이 올라왔다.,https://imgnews.pstatic.net/image/023/2020/05/01/2020050101208_0_20200501231906678.jpg?type=w647
2020-05-01,공인중개사 말만 믿고 계약했다가…부동산 소송 잇따라,사회,요즘 코로나19 때문에 바깥에 나가는 게 아직은 쉽지가 않다 보니 공인중개사만 믿고 부동산 거래를 하는 분들이 많습니다.그런데 그렇게 공인중개사만 믿었다가 소송에 휘말리는 경우가 잇따르고 있습니다.,
2020-05-02,"[속보] 사망설 김정은, 비료공장 준공식 참석…김여정이 수행",정치,사망설·건강이상설 등이 제기됐던 김정은 북한 국무위원장이 20일 만에 공개활동을 재개했다.조선중앙방송은 2일 김 위원장이 노동절이었던 전날 순천인비료공장 준공식에 참석했다고 보도했다.이날 준공식엔 김여정 노동당 제1부부장이 김 위원장을 수행했다고 방송은 전했다.,https://imgnews.pstatic.net/image/025/2020/05/02/0002997580_001_20200502084605734.jpg?type=w647
2020-05-02,"""김정은 못걸어""""99% 사망""…머쓱해진 北출신 태영호·지성호",정치,"김정은 북한 국무위원장이 20일 만에 공개 활동에 나서며 정치권에서 제기됐던 김 위원장의 '사망설', '건강 이상설', '김여정 승계설' 등의 주장이 힘을 잃게 됐다.지난달 11일 평양에서 노동당 정치국 회의를 주재한 뒤 모습을 감춘 후 김 위원장이 공개 행보를 하지 않은 20일 동안 정치권에선 태영호·지성호 4·15 총선 당선인 등을 중심으로 김 위원장의 이상설이 꾸준히 거론됐다.태영호 미래통합당 당선인은 지난달 27일 미국 CNN방송과의 인터뷰에서 한 가지 분명한 것은 김 위원장이 스스로 일어서거나 제대로 걷지 못하는 상태라는 것이라고 주장했다.",https://imgnews.pstatic.net/image/025/2020/05/02/0002997602_001_20200502140605829.jpg?type=w647
2020-05-02,"김정은 죽었다던 지성호·태영호 ""아직도 의문, 좀더 지켜보자""",정치,"김정은 북한 국무위원장의 신변이상설, 사망설을 제기했던 탈북민 출신 미래통합당 태구민, 미래한국당 지성호 국회의원 당선인이 김 위원장의 경제행보가 공개된 후에도 의문을 제기하고 있다.앞서 북한 관영매체 조선중앙통신은 이날 오전 김정은 국무위원장이 지난 1일 노동절을 맞아 순천린비료공장 준공식에 참석했다고 보도했다.",https://imgnews.pstatic.net/image/008/2020/05/02/0004403075_001_20200502191802818.jpg?type=w647
2020-05-02,20일만에 등장한 김정은 동영상 보니...웃고 있지만 다리 불편해보여,정치,북한 조선중앙TV가 2일 김정은 북한 국무위원장의 전날 평안남도 순천인비료공장 준공식에 참석하는 영상을 중계했다.영상 속 김 위원장은 연신 크게 웃어보였지만 입장하면서 걷는 게 불편한 듯한 모습을 여러 차례 보였다.김 위원장의 건강상태에 대해선 알려진 게 없다.,https://imgnews.pstatic.net/image/023/2020/05/02/2020050200814_0_20200502230606649.jpg?type=w647
2020-05-02,"'사망설'김정은, 20일만에 공개활동…어제 비료공장 준공식 참석(종합)",정치,사망설에 휩싸였던 북한 김정은 국무위원장이 20일 만에 공개활동을 재개하며 건재함을 과시했다.그러나 김 위원장은 이번 준공식 참석을 통해 그동안 제기되던 건강이상설을 불식할 것으로 보인다.조선중앙방송은 주체비료생산기지로 훌륭히 일떠선 순천인비료공장이 준공식이 전 세계 근로자들의 국제적 명절인 5월 1일에 성대히 진행됐다며 조선노동당 위원장이시며 조선민주주의인민공화국 국무위원회 위원장이시며 조선민주주의인민공화국 무력 최고사령관이신 우리 당과 국가 무력의 최고 영도자 김정은 동지께서 준공식에 참석하시었다고 전했다.,https://imgnews.pstatic.net/image/001/2020/05/02/PYH2020050201650001300_P4_20200502174713173.jpg?type=w647
2020-05-02,"위기 몰린 日 아베가 내민 손, 잡아주는 한국",경제,일본이 결국 코로나19와 관련 한국과의 협력요청을 내비친 가운데 우리 방역당국과 외교부는 협력하겠다는 입장을 밝혔다.외교부 당국자는 최근 아베 신조 일본 총리가 코로나19 대응과 관련 한국과 협력하기를 희망한다는 입장을 밝힌 것에 대해 아베 총리의 국회 답변 중 관련 발언에 대해 인지하고 있다며 이같이 말했다.외교부 당국자는 일본은 우리의 가까운 이웃이라며 우리 정부는 코로나19 대응 등 필요한 분야에서 일본과 협력해 나가고자 한다고 밝혔다.,https://imgnews.pstatic.net/image/008/2020/05/01/0004402866_001_20200501193703006.jpg?type=w647
2020-05-02,"서울 100만원, 경기 80만원…지역마다 다른 재난지원금",경제,"정부가 국무회의를 열고 긴급재난지원금을 어떻게 지급할지 담은 계획안을 의결했습니다.정부는 4일 '긴급재난지원금.kr' 사이트를 열고 세대원 수에 따른 지원금을 안내합니다.긴급재난지원금은 4인가구 기준 100만 원으로 정부가 80만 원, 지자체가 20만 원을 내는 게 원칙입니다.",
2020-05-02,두 달만에 박살난 개미들의 꿈…개미지옥은 끝나지 않았다,경제,개미들의 꿈은 단 두 달 만에 산산조각 났다.특히 2배 수익이 나는 레버리지ETN에 돈이 쏟아지면서 평소 수십 만주 정도 거래되던 고요한 시장이 하루에만 수천만~수억주가 거래되기 시작했다.개미들의 눈을 사로잡은 상품은 'WTI 원유선물 레버리지ETN'이다.,https://imgnews.pstatic.net/image/008/2020/05/02/0004402941_001_20200502105602831.jpg?type=w647
2020-05-02,[그게머니]카드로 세금 37만원 아끼기…4~7월 덜 써도 된다?,경제,정부가 연말정산 때 소득세를 최대 37만원이나 돌려주겠다고 합니다.연간 총급여액 7000만원 이하이면 카드 소득공제한도는 연 300만원이다.카드 소득공제는 총급여의 25% 넘게 쓴 금액만 대상이다.,https://imgnews.pstatic.net/image/025/2020/05/02/0002997576_001_20200503143106010.jpg?type=w647
2020-05-02,김희애가 14년전 산 주차장 '300억 빌딩'으로,경제,"서울 청담동 청담사거리 대로변에서 '버버리' 빌딩을 끼고 우회전하면 배우 김희애씨가 2006년부터 보유한 주차장터 공사장이 한눈에 들어온다.청담사거리 버버리 빌딩 맞은편 10층짜리 건물은 1층, 3층, 4층, 7층, 8층이 공실이라서 현재 임차인을 구하는 '임대' 광고문이 붙어 있다.꼬마빌딩이 완공되는 시점에 경기가 다시 살아날지, 계속 공실이 늘어날지에 따라 김 씨의 청담동 부동산 투자 성공 여부가 갈릴 것으로 보인다.",https://imgnews.pstatic.net/image/008/2020/05/02/0004402981_001_20200510110407679.jpg?type=w647
2020-05-02,"유도 올림픽 은메달리스트, 미성년자 성폭행 혐의로 구속",사회,올림픽 유도 은메달리스트인 A씨가 미성년자 성폭행 혐의로 구속됐다.2일 대구지방경찰청 등에 따르면 전날 A씨에 대한 구속영장이 발부됐다.경찰 관계자는 적법한 절차에 따라 구속영장이 발부됐으며 수사 중인 사건으로 자세한 내용은 설명하기 어렵다고 밝혔다.,https://imgnews.pstatic.net/image/025/2020/05/02/0002997622_001_20200502145005894.jpg?type=w647
2020-05-02,"제주도 가는 곳마다 북적…""인파 절반은 마스크 안써"" 비상",사회,"황금연휴 사흘째인 2일 제주도내 주요 관광지는 연일 나들이 나온 제주도민과 관광객들로 북적였다.제주관광협회에 따르면 황금연휴를 하루 앞둔 지난 4월 29일부터 5월 1일까지 3일간 제주를 찾은 관광객은 11만6천113명으로 애초 예상했던 8만1천912명보다 42.1％ 증가했다.연휴 초반 매일 적게는 5천여명, 많게는 1만6천여명씩 예상치를 웃도는 관광객들이 제주를 찾았다.",https://imgnews.pstatic.net/image/001/2020/05/02/PYH2020050203770005600_P4_20200502134804749.jpg?type=w647
2020-05-02,목사의 30년 악행은 이렇게 밝혀졌다,사회,"전북 익산경찰서 백우현 경사는 지난해 6월 지인으로부터 A목사의 성추문을 들었다.피해자들의 진술이 잇따르자 백 경사는 A목사에게 출석을 요청했다.3번 출석 요구 끝에 경찰 조사를 받은 A목사는 성관계는 했지만, 합의했다며 혐의를 부인했다.",https://imgnews.pstatic.net/image/023/2020/05/02/2020050200262_0_20200502210406580.jpg?type=w647
2020-05-02,"마이크로닷, 부모 실형 확정에 ""앞으로 같은 실수 반복하지 않겠다""",사회,"래퍼 마이크로닷이 사기 혐의를 받고 있는 부모의 징역형이 확정되자 사과문을 올렸다.끝으로 마이크로닷은 부모님으로 인해 피해를 입으신 분들과 저의 부족함으로 인해 상처받으신 분들께 다시 한번 죄송하다는 말씀을 드리고 싶다라며 미흡했던 저의 행동들을 되돌아보며 앞으로 같은 실수를 반복하지 않도록 항상 주의하겠다고 재차 사죄했다.이날 청주지법에 따르면 사기 혐의로 기소된 마이크로닷의 부모 A 씨와 B 씨가 상고 포기서를 제출하고, 검찰의 상고기간이 만료됨에 따라 원심의 형이 확정됐다.",https://imgnews.pstatic.net/image/052/2020/05/02/202005021140011347_d_20200502114009456.png?type=w647
2020-05-02,"방역당국, 中정부에 ""인천공항 16시간 체류 중국인 확진자 미통보 유감""",사회,방역당국이 신종 코로나바이러스 감염증 확진 판정을 받은 중국인 남성이 인천공항에서 16시간 체류한 것과 관련해 중국 정부에 유감을 표명했다.이후 25일 현지 검역시설에서 코로나19 양성 판정을 받았다고 공개했다.A씨는 지난달 20일 오후 5시 인천공항에 도착해 다음날 오전 9시 중국 창춘행 아시아나 항공기에 탑승했다는 점에 비춰볼 때 약 16시간 동안 인천공항 환승구역에 머물렀던 것으로 보인다.,https://imgnews.pstatic.net/image/003/2020/05/02/NISI20200428_0016289692_web_20200428143931_20200502182003730.jpg?type=w647
2020-05-03,"합참 ""아군 GP에 북한 총탄 피탄·대응사격…피해 없어""(종합)",정치,합동참모본부는 3일 오늘 오전 7시 41분께 중부 전선 감시초소에 대해 북측에서 발사된 총탄 수발이 피탄되는 상황이 발생했다고 밝혔다.남측 인원과 장비의 피해는 없는 것으로 파악됐다.합참은 우리 군은 군 통신선을 통해 북측과 상황 파악 및 추가적인 상황이 발생하지 않도록 조치 중에 있다며 필요한 대비태세를 갖추고 있다고 설명했다.,https://imgnews.pstatic.net/image/001/2020/05/03/PCM20190215000242990_P4_20200503154209204.jpg?type=w647
2020-05-03,"[밀톡]원산서 말 타는 김정은 표정, 미국의 '눈'이 보고 있었다",정치,원산 별장에서 김정은이 승마를 즐긴 정황이 있다.그러면 우리가 원산에 있는 김정은의 생사나 얼굴을 확인할 수 있는 감시정찰 수단을 갖고 있다는 얘기일까?전문가들은 인간정보를 제외하곤 현재까지 우리에게 원산의 김정은 얼굴을 확인할 수 있는 감시정찰 수단은 없다고 말한다.,https://imgnews.pstatic.net/image/023/2020/05/03/2020050300939_0_20200503215106885.jpg?type=w647
2020-05-03,"北, 우리 GP에 수차례 총격... 군, 대응 사격",정치,"북한군이 3일 오전 강원도 전방 지역 비무장지대 내 우리군 GP를 향해 수차례 총격을 가해 우리 군이 대응 사격을 실시했다고 합동참모본부가 밝혔다.북한군이 DMZ 내에서 우리 군을 직접 타격한 건 지난 2015년 목함지뢰 도발 직후 있었던 포격전 이후 5년 만이며, 지난 2018년 9·19 군사합의 이후 2년 만이다.북한의 이번 도발은 9·19 군사합의로 시행 중인 화살머리 고지 유해발굴 현장 인근 GP에서 일어난 것으로 알려졌다.",https://imgnews.pstatic.net/image/023/2020/05/03/2020050300361_0_20200503133006813.jpg?type=w647
2020-05-03,"北, 우리 GP에 수차례 총격…9·19 군사합의 이후 처음(종합)",정치,"합동참모본부는 3일 우리 군의 중부전선 감시초소에 대해 북측에서 발사된 총탄 수발이 피탄돼 경고방송과 사격을 실시했다고 밝혔다.남북은 9·19 군사합의에 따라 해상에서는 서해 남측 덕적도~북측 초도, 동해 남측 속초~북측 통천 수역에서 포사격 및 해상 기동훈련을 중지키로 한 바 있다.군 당국은 이틀 뒤 해안포 사격훈련이 9·19 군사합의를 위반한 것이며, 접경지역 일대에서 군사적 긴장을 고조시킬 우려가 있는 군사적 행위를 즉각 중단하고, 유사 사례가 재발하지 않도록 군사합의를 준수하라고 촉구했다.",https://imgnews.pstatic.net/image/003/2020/05/03/NISI20190214_0014900666_web_20190214170000_20200503120803949.jpg?type=w647
2020-05-03,"정총리 ""6일부터 생활속 거리두기…위기단계 조정도 논의""(종합)",정치,"정세균 국무총리는 완화된 사회적 거리두기 종료 예정일을 이틀 앞둔 3일 이제 국민들이 보여준 높은 시민의식을 바탕으로 생활 속 거리두기로 이행하려 한다고 밝혔다.그러면서 더 이상 사회적 비용과 경제적 피해를 감수할 수 없기 때문에 어느 정도 방역상의 위험을 감수하면서 경제·사회활동을 재개하는 절충안일 뿐이라면서 생활 속에서 거리두기는 계속 철저하게 지켜져야한다고 강조했다.정 총리는 많은 국가들이 경제·사회적 제한 조치를 완화하고 있지만, 일상과 방역의 조화는 아직 어느 나라도 성공하지 못했다면서, 국민 참여와 협조가 뒷받침 된다면 'K-방역'이 세계의 모범이 되었듯이 생활 속 거리두기에서도 세계가 주목하는 모델을 만들어 낼 수 있을 것이라고 말했다.",https://imgnews.pstatic.net/image/001/2020/05/03/PYH2020050305720001301_P4_20200503161606802.jpg?type=w647
2020-05-03,로또 909회 당첨번호 1등 20억…'경기·서울 자동은 단 1명',경제,로또 909회 당첨번호 1등 판매점이 공개된 가운데 전국 17개 시도별 중 경기와 서울이 눈길을 끈다.다만 909회 로또당첨번호 1등이 나온 판매점을 살펴보면 수동 당첨자는 7명이 아닌 6명일 가능성이 높다.동행복권이 제공하는 로또 909회 당첨번호 1등 당첨판매점 현황에 따르면 서울 광진구 'GS25' 판매점에서 수동 2명 당첨자가 나왔다.,https://imgnews.pstatic.net/image/629/2020/05/03/202087721588437189_20200503050036220.jpg?type=w647
2020-05-03,"""이사해야 하는데 집이 안 팔려요""…서울 아파트 한달새 '3분의 1토막'",경제,서울 성동구 금호동 아파트에 살고 있는 김모 씨는 연말에 출산을 앞두고 있다.지난달 서울 아파트 거래건수는 3분의 1 토막 났고 입주 경기도 크게 위축되고 있다.3일 서울 부동산정보광장에 따르면 서울의 아파트 거래건수는 지난 3월 4393건에서 4월 1459건으로 66.7%으로 줄었다.,https://imgnews.pstatic.net/image/015/2020/05/03/0004333837_001_20200503084803857.jpg?type=w647
2020-05-03,"""황금연휴, 해외여행 못가는 대신 명품백 샀어요""",경제,"서울 마포구에 거주하는 김은주씨는 매년 5월 연휴마다 아이들과 해외여행을 다녀왔지만 올해는 쇼핑으로 연휴의 아쉬운 마음을 달래고 있다.3일 신세계백화점이 지난 30일부터 시작된 '황금연휴' 직전 열흘 간 실적을 살핀 결과 올해와 비슷한 시기에 연휴가 있었던 2017년 대비 여행가방과 수영복 판매량이 각각 -25.4%, -27.1% 역성장했다.연휴 때마다 해외여행객들이 몰리며 바캉스 상품이 강세를 보였지만 올해는 코로나19로 하늘길이 막히며 해외여행 수요가 급감해서다.",https://imgnews.pstatic.net/image/008/2020/05/03/0004403093_001_20200503060108057.jpg?type=w647
2020-05-03,삼성생명에 대한항공도···손댄 대기업마다 울린 6000억 땅,경제,올해 부동산시장 대어로 꼽히는 송현동 부지가 매각 흥행에 빨간불이 켜졌다.또 다른 디벨로퍼 관계자는 각종 규제로 개발이 쉽지 않아 매입 여부를 검토하지 않고 있다며 대한항공도 손대지 못한 곳에 투자했다가 돈만 묶일 수 있다고 얘기했다.이 부지는 과거 대한항공이 서울 경복궁이 내려다보이는 7성급 한옥 호텔을 지으려다 포기한 곳이다.,https://imgnews.pstatic.net/image/025/2020/05/03/0002997667_001_20200503214205738.jpg?type=w647
2020-05-03,"""정수기에 태극기 붙여달라""…'K프리미엄'에 빠진 바이어들",경제,이 질문에 대한 답으로 오랜 기간 사용된 단어가 '코리아 디스카운트'다.그는 1987년 섬유 무역업에 뛰어들었을 때만 해도 한국산이라는 것을 숨기기 위해 스티커로 '메이드 인 코리아'를 붙이고 현지에서는 뗄 수 있도록 했다며 지금은 한국산이라면 30% 이상 값을 더 쳐준다고 말했다.코로나19와 직접적으로 관련이 있는 분야에선 '코리아 프리미엄'이 더 크다.,https://imgnews.pstatic.net/image/015/2020/05/03/0004334026_001_20200504093203887.jpg?type=w647
2020-05-03,미성년자 성폭행 혐의로 구속된 ‘유도 은메달리스트’는 왕기춘,사회,미성년자 성폭행 혐의로 구속된 올림픽 유도 은메달리트가 왕기춘선수인 것으로 밝혀져 충격을 주고 있다.대구지방경찰청 등에 따르면 왕기춘은 지난 3월16일 대구수서경찰서에 고소장이 접수돼 1일 구속영장이 발부됐다.,https://imgnews.pstatic.net/image/005/2020/05/03/611212110014539699_1_20200503000603529.jpg?type=w647
2020-05-03,"""딸 때린 팔 아파"" 병원간 미혼모···3살 아이, 그렇게 죽었다",사회,2016년 미혼모 A씨는 아이를 낳았지만 갈 곳이 없었다.검찰은 이들이 범행 당시 아이의 사망을 예견하긴 어려웠다고 판단해 살인죄 대신 아동학대 치사죄를 적용해 재판에 넘겼다.검찰에 따르면 A씨 등은 아이가 고통으로 괴로워하는 동안에도 학대를 지속했고 아이가 고통받는 모습을 촬영해 공유했다.,https://imgnews.pstatic.net/image/025/2020/05/03/0002997665_001_20200503101605865.jpg?type=w647
2020-05-03,"걸그룹 베리굿 조현, 북 GP총격 기사 올렸다가 뭇매",사회,"아이돌 그룹 '베리굿' 소속 조현이 북한군 총격 소식을 소셜미디어에 올렸다가 온라인에서 논쟁의 대상으로 떠올랐다.조현에게 이처럼 '미운털'이 박힌 결정적 계기는 그가 인스타그램에 보수성향 매체 '펜앤드마이크'의 신종코로나바이러스 감염증 관련 기사를 캡처해 올린 것이었다.친여 네티즌들이 조현의 정치적 성향에 의문을 제기하며 비난을 가했고, 당시 조씨는 '국민부터 살리고보자라는 기사의 마지막 문장이 공감됐을뿐 다른 의미는 없다'고 해명까지 해야 했다.",https://imgnews.pstatic.net/image/023/2020/05/03/2020050300990_0_20200503182506679.jpg?type=w647
2020-05-03,“그동안 준 체육연금이 아깝다“ 왕기춘 구속에 누리꾼 ‘부글’,사회,"2008년 베이징 올림픽 유도 은메달리스트 왕기춘씨가 미성년자 성폭행 혐의로 구속돼 큰 충격을 안긴 가운데, 온라인 공간에선 그에게 그동안 지급한 체육연금을 환수해야 한다는 주장까지 나왔다.3일 대구지방경찰청 등에 따르면 왕씨는 미성년자 성폭행 혐의로 지난 1일 구속됐다.",https://imgnews.pstatic.net/image/022/2020/05/03/20200503506947_20200506104611019.jpg?type=w647
2020-05-03,"유도 간판→성범죄자 나락, 은메달리스트 왕기춘 누구?",사회,2일 미성년자 성폭행 혐의로 경찰에 구속된 사실이 알려진 전 유도 국가대표 선수 왕기춘씨에게 이목이 쏠린다.모든 운동선수에게 '꿈의 무대'인 올림픽에 국가대표로 나가 은메달까지 딴 왕 선수의 추락은 그를 기억하고 또 유도를 아끼는 대다수 한국인에게 충격 그 자체다.,https://imgnews.pstatic.net/image/022/2020/05/03/20200502513815_20200503060210825.jpg?type=w647
2020-05-04,[단독] 각급학교 등교일정 ‘가닥’…고3 먼저 ‘13일 등교’ 유력,정치,"정부가 6일부터 생활 속 거리두기 전환을 발표한 가운데, 정부가 고등학교 3학년의 등교 시기를 이르면 13일로 정한 것으로 알려졌다.복수의 정부 관계자는 3일 와의 통화에서 전문가들은 5월5일 연휴 지나고 2주 지난 19일께야 등교가 가능할 것으로 보고 있지만 교육 당국은 그때까지 고3이 기다리다는 것은 무리라고 판단해 13일을 등교 시기로 정했다고 밝혔다.오는 12일 경기도교육청이 주관하는 전국연합학력평가가 예정돼 있는 터라 11일에 고3이 먼저 등교해 시험을 치르는 방안도 논의됐으나, 급식 준비 등을 하려면 2~3일의 여유가 더 필요하다고 실무진이 강하게 주장한 것으로 전해졌다.",https://imgnews.pstatic.net/image/028/2020/05/03/0002495919_001_20200503235606806.jpg?type=w647
2020-05-04,"전문의 ""오른손목 흉터, 주삿바늘 가능성""  靑 ""수술도 시술도 안받았다""",정치,"김정은 북한 국무위원장이 지난 2일 북한 매체를 통해 전날 순천인비료공장 준공식에 참석한 모습을 드러내면서 '중태설' '의식불명 상태' 등 그를 둘러싼 건강 이상설은 사실이 아닌 것으로 나타났다.하지만 이번에 김정은의 손목에 전에 없던 갈색 흉터가 보이는 등 일부 특이 사항이 발견돼 그의 건강과 관련된 의문은 계속 제기되고 있다.조선중앙TV 영상을 보면, 김정은의 오른쪽 손목 관절 안쪽 아래에 0.5㎝ 정도 크기 갈색 흉터가 있다.",https://imgnews.pstatic.net/image/023/2020/05/04/2020050400120_0_20200504115506683.jpg?type=w647
